codgeo;libgeo;an;p_licsport014_f
246800395;CC du Val d'Argent;2018;43,50
246800445;CC du Centre du Haut-Rhin;2018;46,10
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;2018;47,50
246800551;CC de la Vallée de Kaysersberg;2018;41,60
246800569;CC de la Région de Guebwiller;2018;43,00
246800577;CC du Pays de Ribeauvillé;2018;44,30
246800585;CC de la Vallée de Munster;2018;41,30
246800676;CC de la Vallée de la Doller et du Soultzbach;2018;43,90
246800726;CA Colmar Agglomération;2018;45,80
246900575;CC de l'Est Lyonnais (CCEL);2018;36,90
246900625;CC du Pays de l'Arbresle (CCPA);2018;40,10
246900724;CC des Vallons du Lyonnais (CCVL);2018;39,40
246900740;CC du Pays Mornantais (COPAMO);2018;37,70
246900757;CC de la Vallée du Garon (CCVG);2018;41,40
246900765;CC du Pays de l'Ozon;2018;36,70
247000011;CA de Vesoul;2018;42,60
247000367;CC des Combes;2018;44,30
247000623;CC des Quatre Rivières;2018;48,80
247000664;CC du Pays de Lure;2018;45,00
247000698;CC des Monts de Gy;2018;36,70
247000706;CC du Pays Riolais;2018;44,30
247000714;CC du Pays de Villersexel;2018;47,10
247000722;CC du Pays d'Héricourt;2018;42,70
247000755;CC du Pays de Luxeuil;2018;40,60
247000821;CC Rahin et Chérimont;2018;42,90
247000854;CC des 1000 étangs;2018;43,40
247100290;CU Le Creusot Montceau-les-Mines;2018;41,30
247100589;CA Le Grand Chalon;2018;40,20
247100639;CC de Marcigny;2018;39,40
247100647;CC Bresse Nord Intercom;2018;42,60
247103765;CC Entre Saône et Grosne;2018;38,00
247103864;CC du Canton de Semur-en-Brionnais;2018;40,80
247104094;CC Sud Côte Chalonnaise;2018;48,20
247200090;CC de Sablé-sur-Sarthe;2018;39,50
247200132;CU Le Mans Métropole;2018;36,00
247200348;CC du Pays Fléchois;2018;38,40
247200421;CC du Sud Est du Pays Manceau;2018;37,50
247200447;CC Orée de Bercé - Belinois;2018;35,50
247200629;CC du Val de Sarthe;2018;36,40
247200686;CC du Pays de l'Huisne Sarthoise;2018;43,90
247300015;CC des Vallées d'Aigueblanche;2018;38,90
247300254;CC de Haute-Tarentaise;2018;49,00
247300262;CC de Yenne;2018;39,70
247300361;CC du Canton de la Chambre;2018;41,90
247300452;CC Maurienne Galibier;2018;42,80
247300528;CC Val Guiers;2018;45,60
247300668;CC du Lac d'Aiguebelette (CCLA);2018;44,30
247300676;CC Porte de Maurienne;2018;42,70
247300817;CC Les Versants d'Aime;2018;50,00
247400047;CC de la Vallée Verte;2018;40,60
247400112;CC du Pays de Cruseilles;2018;40,00
247400567;CC Fier et Usses;2018;40,00
247400583;CC Arve et Salève;2018;37,20
247400617;CC des Vallées de Thônes;2018;42,30
247400666;CC des Quatre Rivières;2018;42,10
247400682;CC du Haut-Chablais;2018;42,30
247400690;CC du Genevois;2018;37,90
247400724;CC du Pays Rochois;2018;40,90
247400740;CC Rumilly Terre de Savoie;2018;43,40
247400773;CC des Sources du Lac d'Annecy;2018;43,20
247600505;CC Campagne-de-Caux;2018;47,40
247600588;CC des Villes Sœurs;2018;45,00
247600604;CC de Londinières;2018;40,10
247600620;CC Yvetot Normandie;2018;34,80
247600646;CC Caux - Austreberthe;2018;42,70
247600729;CC Falaises du Talou;2018;37,40
247600786;CA de la Région Dieppoise;2018;39,00
247700032;CC Moret Seine et Loing;2018;42,30
247700057;CA Melun Val de Seine;2018;41,50
247700065;CC du Pays de l'Ourcq;2018;36,50
247700107;CC Pays de Montereau;2018;38,50
247700339;CA Val d'Europe Agglomération;2018;39,90
247700594;CA Marne et Gondoire;2018;38,70
247700644;CC l'Orée de la Brie;2018;40,40
247700701;CC Brie Nangissienne;2018;40,40
247800550;CC du Pays Houdanais (C.C.P.H.);2018;42,20
247800584;CA Versailles Grand Parc (C.A.V.G.P.);2018;39,10
247800618;CC Cœur d'Yvelines;2018;38,30
247900798;CC du Thouarsais;2018;44,80
248000499;CC du Val de Somme;2018;42,20
248000531;CA Amiens Métropole;2018;38,50
248000747;CC du Pays du Coquelicot;2018;42,70
248100158;CC du Sor et de l'Agout;2018;38,60
248100430;CA de Castres Mazamet;2018;40,30
248100497;CC Val 81;2018;38,90
248100737;CA de l'Albigeois (C2A);2018;40,90
248100745;CC Thoré Montagne Noire;2018;35,30
248200016;CC des Deux Rives;2018;42,70
248200057;CC du Quercy Caussadais;2018;42,70
248200065;CC de la Lomagne Tarn-et-Garonnaise;2018;41,90
248200099;CA Grand Montauban;2018;41,70
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;2018;47,40
248300394;CA Sud Sainte-Baume;2018;38,10
248300410;CC de la Vallée du Gapeau;2018;36,80
248300493;CA Dracénie Provence Verdon Agglomération;2018;40,10
248300543;Métropole Toulon-Provence-Méditerranée;2018;35,90
248300550;CC Cœur du Var;2018;34,80
248400053;CA Ventoux-Comtat-Venaissin (COVE);2018;38,90
248400160;CC Aygues-Ouvèze en Provence (CCAOP);2018;36,30
248400236;CC du Pays Réuni d'Orange;2018;37,20
248400251;CA du Grand Avignon (COGA);2018;38,40
248400285;CC Territoriale Sud-Luberon;2018;39,40
248400293;CC des Sorgues du Comtat;2018;41,40
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;2018;37,00
248400335;CC Vaison Ventoux;2018;37,60
248500191;CC de l'Île de Noirmoutier;2018;38,10
248500258;CC Océan Marais de Monts;2018;39,50
248500340;CC Pays de Chantonnay;2018;32,60
248500415;CC du Pays de la Châtaigneraie;2018;39,90
248500464;CC du Pays de Pouzauges;2018;35,10
248500530;CC du Pays des Achards;2018;40,50
248500563;CC Vendée, Sèvre, Autise;2018;42,90
248500589;CA La Roche-sur-Yon Agglomération;2018;34,90
248500621;CC du Pays des Herbiers;2018;30,20
248500662;CC du Pays de Mortagne;2018;38,10
248600413;CA Grand Châtellerault;2018;40,40
248600447;CC du Pays Loudunais;2018;42,30
248700189;CC du Pays de Saint-Yrieix;2018;42,90
248719262;CC Gartempe - Saint-Pardoux;2018;48,10
248719288;CC du Val de Vienne;2018;45,80
248719312;CU Limoges Métropole;2018;42,30
248719338;CC Briance-Combade;2018;45,40
248719353;CC des Portes de Vassivière;2018;47,30
248719361;CC de Noblat;2018;46,70
248900334;CA du Grand Sénonais;2018;37,00
248900383;CC de l'Agglomération Migennoise;2018;43,80
248900524;CC de l'Aillantais;2018;38,10
248900664;CC de la Vanne et du Pays d'Othe;2018;42,30
248900748;CC du Gâtinais en Bourgogne;2018;40,90
248900896;CC Yonne Nord;2018;41,10
248900938;CC du Jovinien;2018;40,00
249000241;CC du Sud Territoire;2018;42,40
249100074;CC du Pays de Limours (CCPL);2018;42,20
249100157;CC des Deux Vallées;2018;42,00
249100546;CC du Val d'Essonne (CCVE);2018;40,90
249100553;CC Entre Juine et Renarde (CCEJR);2018;42,90
249100595;CC Le Dourdannais en Hurepoix (CCDH);2018;38,80
249500109;CA de Cergy-Pontoise;2018;41,30
249500430;CC Sausseron Impressionnistes;2018;43,10
249500455;CC de la Vallée de l'Oise et des Trois Forêts;2018;37,70
249500489;CC du Haut Val d'Oise;2018;38,90
249500513;CC du Vexin-Val de Seine;2018;41,90
249710047;CC de Marie-Galante;2018;34,00
249710062;CA du Nord Basse-Terre;2018;37,50
249710070;CA Grand Sud Caraïbe;2018;36,50
249720053;CA de l'Espace Sud de la Martinique;2018;37,50
249720061;CA du Centre de la Martinique;2018;37,20
249730037;CC de l'Ouest Guyanais;2018;39,90
249730045;CA du Centre Littoral;2018;37,90
249730052;CC de l'Est Guyanais;2018;24,60
249740077;CA CIVIS (Communauté Intercommunale des VIlles Solidaires);2018;39,00
249740085;CA du Sud;2018;38,30
249740093;CA Intercommunale de la Réunion Est (CIREST);2018;40,40
249740101;CA Territoire de la Côte Ouest (TCO);2018;42,10
249740119;CA Intercommunale du Nord de la Réunion (CINOR);2018;41,00
;;;
